tweet,label
"4. yes, FOUR pages of interp requests to document. grrrrr!!! ",0
My tummy hurts ,0
#asot400 we want to see some pics of the location ,4
"@JasonStatham1  Greetings Jason.  So far, Twitter's great today. Thanks for taking a moment for us.    Enjoy your swim.  Hugs, Angel",4
"Friday, It's my birthday  So Great !",4
"Feel blue today  shouldn't do though, sun is shining. Maybe it's cos my hair is Russell Brand-esque? Tryin to work with the curls",0
@TheColorAbi waddup friend. ,4
@maryalmighty Same. ,0
@LaughingHar78d Welcome to the world of Twitter. ,4
Too happy to wash away my grin ,4
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,0
Aaaah...what a beautiful this was....I need to pay my cell bill...seeing its off  AIM Me: revesdoux09,0
I am responsible for extreme tree murder ,0
Getting basket ideas ready for Lori's.  I'm getting excited!  ,4
@tarafan21 aww badness  hope you can buy another pretty one,0
@Alyssa_Milano http://twitpic.com/3ivio - Ho you have a store... BRAVO  And when you open one in Montreal? lolll ,4
This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,0
Gotta go do some work now... ,0
@warsongraven i can haz a title with mirror in it plz pretty plz  ,0
im sooo sad right now  i need a hug,0
Can't use Twitter with my phone ,0
at schooooll not getting any of this accounting  gayy,0
Watching the steam trains go back and forth in Ravenglass - sunny! ,4
"Grounded  I accidentally closed my sister's finger in the back door, so I'm grounded from going outside today. Oh Well.",0
On Day 5 of self-rehabilitation; can not listen to michael for a month ,0
just got out of the shower.. about to punch josh in the face for being stupid this morning. lol. ,4
@readyandsingle Thanks for the Affiliate link &amp; the follow ,4
@perezhilton oh sweet jesus why oh why would you post that...nightmares ,0
"@plastikgyrl Gah, of course. HUGE mess. ",0
can't get TwitterBerry to work ,0
@usedciscoguy that's funny.  wife and i were watching tv last night and bird came and smacked right into the living room window. ,4
"im lonely  keep me company! 22 female, Decatur - Alabama",0
"I wanna go to the beach, but the rain starts  shit!",0
Man my neck hurts. ,0
Today is turning into a frustrating exercise of &quot;ignore the consultant because we want an easy sale - someone else can fix it later on&quot; ,0
"@gcohen it very well might be but, it's true unfortundately ",0
"@Oprah I hear ya Oprah   It's nice to reset, refocus, and then engage the tasks before us.",4
"@briankelly - Count me in. Oh, you already did. ",4
OMG What is going on with my YANKEES  21-4 ,0
Any way to customize column width in Tweetdeck? I need more room. Must have more columns! ,4
Debugging other people's code is definitely a pet hate of mine!! Comments do help but is still a right pain ,0
A morning walk at the treetop with tv news ppl later at 9am! So exciting!! Cant wait! ,4
The Contrarian view on strategy  http://adcontrarian.blogspot.com/2009/04/im-tired-of-strategists.html,4
Nahhhh no more mcdonalds kamilah... I see those lovehandle creeping back...omg look at those thighs.. ,0
coronation street ,4
@Starshine6996 I didn't kbow McGangBang's were real. Now I know. Gotta try that next time at McD's. ,4
@pietrofelix good luck enduring the tiring journey! ,0
Just woke up .. Ready to watch King James n the Cavs do work 2day!! And I suppose I might as well have a beer or 2 or 3 ,4
Hi Everybody! Just Me Awake! ,4
@I_Am_Marty well I was just training. thought i'd get the job but they want someone more experienced lol im not meant for hard labor ,0
"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!",0
"is going to priceline (city) tomorrow, but lost her 'must haves' list ",0
@SexySubKaylee heh heh  its just been a good nite and my day yesterday rocked too! spent all day with the Mrs! yay! ,4
why the hell is it snowing ,0
@scttw Just said goodbye to forum mates who don't get OneHD too  Doing my best to not leak spoilers out,0
in the car coming home from virgina  yay. wont be home till 4:30 though! soooooooo much traffic =/,4
@dionroberts AWESOME shirt!!!!     GO VOLS!,4
need to pick up the golf from the VW garage. failed its MOT ,0
I can't see you  #asot400,0
@theresev solen var inge varm ,0
"Another ducky day: Mass, some paperwork, a little reading, and off to Brighton MA for class (listening to podcasts on the way ",4
Dam it! I just burnt the brownies that I just made!! ,0
I feel so great for starting twitter at suzanne  but still hardly anyone has it.,4
"@vanntan opps hahaha i made a mistake hehehe! but yeh, when school starts it's hell  blah goodnight!",0
okay people! I'm back home..now you can IM me ,4
Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,0
feel like txtn. ughh. 412 848 **** im girlfriend number twooooo!!! ,4
@TheyRock   ahh moi j'ai regardï¿½ des ï¿½pisode juska 1h du mat' heir mdr  oui ï¿½ava ,4
What's up to all of my new followers! Don't forget to say hi! Go check out @Joulzil 's page &amp; follow him too. I'm his producer ,4
"@amazingphoebe i don't know what to do, because anything i say now, will sound rich. so the only thing i can do is go ",0
@skylerevers did you get the bag yetttt? cause i bet you will tomorrow if you havent yet.  ,4
@hannityhater Have you seen the Ed Show yet?  It's all the things you want to say and more! (But with no expletives.. )  ,4
its ok its working. ,4
"@RelleY808 Aight... Well, I had to ask!? LOL ",4
On the way to the market for nutella and fruit crepes.  such a beautiful day!,4
@TheFemGeek isn't it interesting how someone's sense of style can influence and inspire your fashion choices? ,4
No power downtown!  Hope it's not another blackout,0
@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,0
"@gfalcone601 hi gi, do you like jacob or you prefer edward like carrie? ",4
i didntt have anything healthy in the end.. i just had tomato soup and brown bread burr brown breads healthy ,4
Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! ,0
@sharybobbins And *that's* why I love Austrailans ,4
"@camillejaiden Dude.  Wow   Now I kind of sort of wished I'd gone, but still ehh.  $35 for 1 band.",4
@MonaSmith 2006! ,4
"continuing my work in the garden. #haiku ï¿½ earth, plants, wet stone, breeze / oh lovely analog world / scratched and dirty hands ",4
from TPB: &quot;Don't worry - we're from the internets. It's going to be alright.  &quot;,4
Kinda sad that my show time is over for now ,0
@xmarycatherinex I miss yo ass ,4
@RedMummy oh no! How embarassing . ,0
So tired! Not feeling too good! ,0
just came back from college. assignment really piles up like shits. SO DEAD TIRED ,0
wishing i could fall asleep  grrrrrr,0
ahh doing homework :@ school holidays nearly over ,0
My headphones have snapped ,0
"Really need to be getting work done, but Twitter is more entertaining right now ",0
"@nicolerichie i wanted to watch that movie tonight, but no one has it to rent  boo.",0
talking to richy ,4
@PhillyD I really hope your dad is getting better Phil  Stay strong!,0
phones internet is not working ,0
@dumblondepk I asked santa to bring me him for xmas... he failed to do so  LOL I think he's such a cutie,0
@Causalien The irony is that I use it every day at work ,4
Ah...out in round two. ,0
@ZachSang Awww Poor Zach  I'm Sorry! That's Not Right Of People To Just Put Your Interviews Up On Youtube ! Like What !?!  Mrs.CJBaran&lt;3,0
is about to do paper works at the eve of his birthnight!  http://plurk.com/p/n0t0c,4
"@Bethenny Every episode I watch, I just &lt;3 u more! Sorry Ramona called u the &quot;underdog&quot;! I think ur the most fabulous! ",4
@FemaleProdigy Hate to burst your bubble but TV Guide's Matt Roush says it's a disaster!  I was looking fwd to it also. ,0
@heatherann02 Hey there! Hows tricks today? ,4
"@nick_carter off course nick I wanna go, but i am very far to you buahhhhhh, i am in peru ",0
would love to write w/ somebody !! in germany nobody uses twitter !! so sad ,0
"praying for my niece.  She will be 15 on April 23 and after a week of being VERY ill, found out it is her gallbladder.  ",0
@JoseSPiano always a tough decision ,4
@lecrab Why? Tell me! ,4
@rustyrockets morning russell hope you have a lovely day  xXx,4
"@laenij Ah yes, boredom is hard haha. Take HEAPS of film with you, it'll be awesome! ",4
@gonereading Are you trying to make me even bigger-headed??? If you pick some good people to follow you soon see the benefits! ,4
@chabling oh ok.. CALI KUSH it is!!!! Lol (wish we had that out here.. Never experienced yet) smh ,0
"@astarael28 &quot;20 something, teacher, excitable, nerd.&quot; Have you seen Mike Leigh's film Happy-Go-Lucky?! Are you Poppy?! Check it out asap. ",4
@amous you know you're welcome ,4
People say THAT: Bisexuality immediately doubles your chances for a date on Saturday night. ,4
I want to play outside. No work today. ,4
"@hoshigirl I was so disappointed with Plurk. lol. I didn't update mine for a while... when I checked my Karma, it was down to 0.0.  sad.",0
"@DrChristopher  Nope ...no other way at all, once realized your world isn't just an oyster....its a dozen done the way you like ...lol ",4
@Ruthiet2003 sneaking in your vodka?? I do  makes the movies more fun,4
Is thinking about Warped Tour 09' ,4
"motorcyle fixed, house is clean, going to bed ",4
Yay! i found my wii  remote batteries ,4
Steve Matchett has the China GP Chalk Talk up on Speedtv.com  http://tinyurl.com/d8625b,4
has one of those unhappy pains! i hate this pain! ,0
No phantasy star yesterday  going to work...,0
"@whiteley I hand it back and say &quot;This is a 'do-over'.&quot; Yup - never happy, but the next time... much better results. ",4
"@ohsoretro  catty food shopping, vitamin C shopping, trimming of my hair",4
@TVFanUK  just fitter than I thought! lol,4
"will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. ",4
"@Tazz602 mehhh, open-source tools and apps rarely do, in my experience. ",0
@lisasamples oh no really? What a bummer. ,0
"@CassieFX jean paul gaultier classic, ultraviolet? Lolita lempicka, Burberry weekend are nice day ones. I want a tiare flower one ",0
Cant find a laptop thats reasonably priced and has good editing software. May have to save for a few months ,0
@tommcfly i have an acoustic guitar...i am trying to play its all about you!! can almost do it!!  xx,4
I feel like an asolute pile of shit ,0
@amelander 4hours boom boom  http://www.4hoursmusic.com,4
@nanalipzz89 BabyKnightOwl  I won't call you Trudy if you don't want it lol I am fine why are you in a bad mood sweetheart?,4
Feels like shit. Simple as. Back to sleep  x,4
@javashri My company is on firing spree. If I get lessons from the Indian Govt. I am sure I will be fired. ,4
"@SecndCitySoiree you know, I'm tempted to make the switch. first @Dell 's customer service was great, but now i feel    http://bit.ly/AdSB",0
@HisfoHannah Well hopefully you still don't smell like a barn! ,4
I'm trapped in my a fat and old body ! I have no choice ,0
@jasimmo Sad show off actually ,4
@tinamj yes we will get to talk as soon as you get home  can't wait..hugs back at ya,4
how do I reply to a message in twitter ? Kaushal - We will take your question offline ,4
gonna go to sheridan.. last classs!!!! yess no more work and stress!!! muahahaha and then I can just draw ,4
is steaming japanese rice with chinese water chestnuts and sweet soy sauce ,4
on Facebook &amp; msn ... bored tho  xx,0
"amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.",4
@jwscws2009 yay! You're the best!!  Feel better!,4
@chriscornell LOL..thank you again for the show last night..you were awesome!!!  Thanx for reading my sign!! See ya in Chicago ,4
